ID	SITE	SPECIES	FIRSTCEN	DEATHYEAR	HT83	HT84	HT85	HT86	HT87	HT88	HT89	HT90	HT91	HT92	HT93	HT94	HT95	HT96	HT97	HT98	HT99	HT00	HGRO8384	HGRO8485	HGRO8586	HGRO8687	HGRO8788	HGRO8889	HGRO8990	HGRO9091	HGRO9192	HGRO9293	HGRO9394	HGRO9495	HGRO9596	HGRO9697	HGRO9798	HGRO9899	HGRO9900	DIA83	DIA84	DIA85	DIA86	DIA87	DIA88	DIA89	DIA90	DIA91	DIA92	DIA93	DIA94	DIA95	DIA96	DIA97	DIA98	DIA99	DIA00	DGRO8384	DGRO8485	DGRO8586	DGRO8687	DGRO8788	DGRO8889	DGRO8990	DGRO9091	DGRO9192	DGRO9293	DGRO9394	DGRO9495	DGRO9596	DGRO9697	DGRO9798	DGRO9899	DGRO9900	HOW83	HOW84	HOW85	HOW86	HOW87	HOW88	HOW89	HOW90	HOW91	HOW92	HOW93	HOW94	HOW95	HOW96	HOW97	HOW98	HOW99	HOW00	HTMED83	HTMED84	HTMED85	HTMED86	HTMED87	HTMED88	HTMED89	HTMED90	HTMED91	HTMED92	HTMED93	HTMED94	HTMED95	HTMED96	HTMED97	HTMED98	HTMED99	HTMED00	DATE83	DATE84	DATE85	DATE86	DATE87	DATE88	DATE89	DATE90	DATE91	DATE92	DATE93	DATE94	DATE95	DATE96	DATE97	DATE98	DATE99	DATE00	STMCON84	STMCON85	STMCON86	STMCON87	STMCON88	STMCON89	STMCON90	STMCON91	STMCON92	STMCON93	STMCON94	STMCON95	STMCON96	STMCON97	STMCON98	STMCON99	STMCON00	CRNPO83	CRNPO84	CRNPO85	CRNPO86	CRNPO87	CRNPO88	CRNPO89	CRNPO90	CRNPO91	CRNPO92	CRNPO93	CRNPO94	CRNPO95	CRNPO96	CRNPO97	CRNPO98	CRNPO99	CRNPO00	CRNABV1	HAB83	HAB84	HAB85	HAB86	HAB87	HAB88	HAB89	HAB90	HAB91	HAB92	HAB93	HAB94	HAB95	HAB96	HAB97	HAB98	HAB99	HAB00
4516	SHO  1492	CO	1988	1995	-999	-999	-999	-999	-999	1250	1363	1348	1373	1343	1378	1478	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	116.5	-15	24.3	-30	36.9	100.3	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	95	97	97	97	98	98	98	9003	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2.1	0	0	1	0	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	CIN	CIN	CIN	CIN	CIN	CIN	CIN	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1000	1000	1000	1000	1000	1000	1000	-999	-999	-999	-999	-999	-999	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	2/15/1988	2/3/1989	2/21/1990	3/4/1991	2/25/1992	2/5/1993	2/4/1994	2/20/1995	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	-999	-999	-999	-999	N	N	N	N	N	N	N	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2.5	2.5	2.5	2	2	2	2.25	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	4	4	4	4	4	4	4	4	-999	-999	-999	-999	-999
2168	SHO  1492	SA	1988	2000	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	239	244	249	253	255	257	259	264	264	265	268	273	9003	-999	-999	-999	-999	-999	5.2	4.8	3.9	2	2.1	2	4.8	0	0.9	3	5.3	-999	-999	-999	-999	-999	-999	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	REV	-999	-999	-999	-999	-999	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	-999	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	2/15/1988	2/3/1989	2/21/1990	3/4/1991	2/25/1992	2/5/1993	2/4/1994	2/20/1995	2/19/1996	3/10/1997	3/9/1998	2/15/1999	2/16/2000	-999	-999	-999	-999	N	N	N	N	RA	N	N	N	N	N	N	N	-999	-999	-999	-999	-999	-999	3.5	3.5	3.5	4	2.75	3.5	3.5	4	4	4	4	3.5	-999	0	-999	-999	-999	-999	-999	3.5	3	3	4	4	4	4	4	4	4	4	4	4
4511	SHO  1557	CO	1988	1990	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	201	203	9003	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2.1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	CIN	CIN	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	300	300	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	2/15/1988	2/3/1989	2/20/1990	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	-999	-999	-999	-999	N	N	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	4	3	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	-999	-999	-999	-999	-999	3	3	3	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
4512	SHO  1557	CO	1988	1990	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	202	202	9003	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	CIN	CIN	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	300	300	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	2/15/1988	2/3/1989	2/20/1990	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	-999	-999	-999	-999	N	H	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	4	2.5	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	-999	-999	-999	-999	-999	3	4	3	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
7171	SHO  1557	HA	1988	2000	-999	-999	-999	-999	-999	1465	790	922	1060	1188	1337	1180	1210	1584	250	200	210	-999	-999	-999	-999	-999	-999	-675	126.1	133.6	130.5	157.2	-157	29	371	-1334	-50	10.7	-999	-999	-999	-999	-999	-999	121	84	85	90	98	102	112	134	152	152	152	152	9003	-999	-999	-999	-999	-999	-999	1	4.8	8.2	4.2	10.1	21.2	17.9	0	0	0	-999	-999	-999	-999	-999	-999	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	-999	-999	-999	-999	-999	-999	1000D	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	-999	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	2/15/1988	2/3/1989	2/20/1990	3/4/1991	2/25/1992	2/5/1993	2/3/1994	2/16/1995	2/19/1996	3/10/1997	3/9/1998	2/12/1999	2/16/2000	-999	-999	-999	-999	HR	D	D	HR	HR	HR	HR	HR	HR	H	HR	HR	-999	-999	-999	-999	-999	-999	2.5	4	3	3	2.75	3	3.5	3	4	3	2.5	2	-999	0.5	-999	-999	-999	-999	-999	3	2	3	3	3.5	4	3	4	3	3	3	3	4
4509	SHO  1650	CO	1988	1989	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	198	9003	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	CIN	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1000	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	2/15/1988	2/3/1989	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	-999	-999	-999	-999	N	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0.5	-999	-999	-999	-999	-999	3.5	4	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
4510	SHO  1650	CO	1988	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	220	226	230	235	236	239	239	244	244	244	244	245	246	-999	-999	-999	-999	-999	6.2	3.8	4.8	1	3.2	0	4.8	0	0	0	1.1	1	-999	-999	-999	-999	-999	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	-999	-999	-999	-999	-999	300	300	300	300	300	300	300	300	300	300	300	300	300	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	2/15/1988	2/3/1989	2/20/1990	3/4/1991	2/25/1992	2/5/1993	2/3/1994	2/16/1995	2/19/1996	3/7/1997	3/5/1998	2/12/1999	2/16/2000	-999	-999	-999	-999	N	N	N	N	N	N	N	N	N	N	N	N	N	-999	-999	-999	-999	-999	4	4	4	4	4	4	4	4	4	4	4	4	2.5	0	-999	-999	-999	-999	-999	3	3	3	4	4	4	4	4	4	4	4	4	4
4005	SHO  1650	CI	1988	1991	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	144	143	143	9003	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-1	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	CIN	CIN	CIN	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1000	1000	1000	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	2/15/1988	2/3/1989	2/20/1990	3/4/1991	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	-999	-999	-999	-999	N	N	N	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3.5	3	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	-999	-999	-999	-999	-999	3	3.5	4	4	-999	-999	-999	-999	-999	-999	-999	-999	-999
2220	SHO  1975	SA	1988	1997	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	550	551	553	556	557	559	-999	-999	-999	9006	-999	-999	-999	-999	-999	-999	-999	-999	1	1.9	2.9	1	2.1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	CIN	CIN	CIN	CIN	CIN	CIN	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	300	300	300	300	1300	1300	-999	-999	999	999	-999	-999	-999	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	2/12/1988	2/3/1989	2/20/1990	3/4/1991	2/24/1992	2/5/1993	2/3/1994	2/16/1995	2/16/1996	3/5/1997	7/7/1977	7/7/1977	7/7/1977	-999	-999	-999	-999	N	N	N	N	N	N	N	N	N	-999	-999	-999	-999	-999	-999	-999	-999	-999	4	5	4.5	5	4	4	4	4.5	4	-999	-999	-999	-999	0	-999	-999	-999	-999	-999	4	4	4	4	4	4	4	4	4	4	4	-999	-999
3357	SHO  1975	BE	1988	1995	-999	-999	-999	-999	-999	90	95	106	114	119	124	124	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	5.1	10.5	7.7	5.1	5.3	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	4.6	5.4	6.1	5.5	5.9	6.3	6.3	9003	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0.8	0.7	-0.6	0.4	0.4	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	CAL	CAL	CAL	CAL	CAL	CAL	CAL	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	40M	40M	40M	40M	40M	40M	40M	-999	-999	-999	-999	-999	-999	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	2/12/1988	2/2/1989	2/20/1990	3/4/1991	2/24/1992	2/5/1993	2/3/1994	2/16/1995	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	-999	-999	-999	-999	N	N	N	N	N	N	N	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1.5	1.5	2.25	1.5	1.5	1.5	1.5	-999	-999	-999	-999	-999	-999	1.5	-999	-999	-999	-999	-999	3	3	3	4	3	3	3.5	4	-999	-999	-999	-999	-999
2221	SHO  1975	SA	1988	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	363	370	376	383	388	392	396	401	404	406	410	411	411	-999	-999	-999	-999	-999	7.2	5.7	6.8	5.1	4.2	4	4.8	3	1.9	4	1.1	0	-999	-999	-999	-999	-999	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	-999	-999	-999	-999	-999	300	300	300	300	300	300	300	300	300	300	300	300	300	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	2/12/1988	2/3/1989	2/20/1990	3/4/1991	2/24/1992	2/5/1993	2/3/1994	2/16/1995	2/16/1996	3/5/1997	3/5/1998	2/11/1999	2/14/2000	-999	-999	-999	-999	N	N	N	N	N	N	N	N	N	N	N	N	N	-999	-999	-999	-999	-999	3.5	4	4	4	4	4	4	4	4	4	4	4	4	0	-999	-999	-999	-999	-999	4	4	3.5	4	4	4	4	4	4	4	4	4	4
60367	SHO  1985	LA	1988	1989	-999	-999	-999	-999	-999	33	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3.1	9003	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	CAL	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	5M	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	2/5/1988	2/2/1989	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	-999	-999	-999	-999	N	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1.5	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3	-999	-999	-999	-999	-999	4	3.5	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
8153	SHO  1985	HM	1988	-999	-999	-999	-999	-999	-999	119	197	188	210	215	212	212	175	192	192	210	225	244	-999	-999	-999	-999	-999	80	-9	21.9	5	-3	0	-37	17	0	18	15.9	18.9	-999	-999	-999	-999	-999	8.6	11.8	12.1	12.1	12.3	12.3	12.3	12.3	12.3	12.3	12.6	13.9	13.9	-999	-999	-999	-999	-999	3.3	0.3	0	0.2	0	0	0	0	0	0.3	1.4	0	-999	-999	-999	-999	-999	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	-999	-999	-999	-999	-999	40M	40M	40M	40M	40M	40M	40M	40M	40M	40M	40M	40M	40M	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	2/12/1988	2/2/1989	2/20/1990	2/22/1991	2/24/1992	2/4/1993	2/3/1994	2/16/1995	2/16/1996	3/5/1997	3/5/1998	2/12/1999	2/14/2000	-999	-999	-999	-999	N	N	D	D	D	D	D	D	D	D	N	N	N	-999	-999	-999	-999	-999	2	2	1.75	1.75	1.5	1.5	1.5	2	1.5	1.5	2	1.5	1.5	1.5	-999	-999	-999	-999	-999	3	3	3	4	4	4	4	4	4	4	4	4	4
2211	SHO  2025	SA	1988	-999	-999	-999	-999	-999	-999	617	649	651	685	660	697	701	727	733	172	210	230	246	-999	-999	-999	-999	-999	32.2	1.9	33.5	-25	39	4	25.1	6	-561	38.1	21.2	15.9	-999	-999	-999	-999	-999	30.3	31.2	32.4	32.5	33	33.6	35.4	36.1	39	40	40	40	40	-999	-999	-999	-999	-999	0.9	1.2	1	0.5	0.6	1.8	0.7	2.9	1	0	0	0	-999	-999	-999	-999	-999	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CIN	CIN	CIN	CIN	-999	-999	-999	-999	-999	130M	130M	130M	130M	130M	130M	130M	130M	130M	1000	1000	1000	1000	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	2/5/1988	2/2/1989	2/16/1990	2/22/1991	2/24/1992	2/4/1993	2/2/1994	2/15/1995	2/16/1996	3/5/1997	3/4/1998	2/11/1999	2/14/2000	-999	-999	-999	-999	N	N	N	N	N	N	N	N	N	D	D	D	D	-999	-999	-999	-999	-999	2.25	2.75	2	2	1.5	1.75	2	1.5	1.5	1.5	1.75	1.5	1.5	1	-999	-999	-999	-999	-999	3	3	3	3	3	4	4	4	4	4	4	4	4
2212	SHO  2025	SA	1988	1996	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	497	502	507	512	516	520	524	526	9003	-999	-999	-999	-999	-999	-999	-999	-999	-999	5	4.8	4.9	4	4.2	4	1.9	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	600	600	600	600	600	600	600	600	999	-999	-999	-999	-999	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	2/5/1988	2/2/1989	2/16/1990	2/22/1991	2/24/1992	2/4/1993	2/2/1994	2/15/1995	2/16/1996	7/7/1977	7/7/1977	7/7/1977	7/7/1977	-999	-999	-999	-999	N	N	N	N	N	N	N	N	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	5	4.5	5	4	5	4.5	5	4	-999	-999	-999	-999	-999	0	-999	-999	-999	-999	-999	4	4	4	4	4	4	4	4	4	-999	-999	-999	-999
3355	SHO  2025	BE	1988	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	615	629	652	665	678	686	689	693	702	711	714	721	726	-999	-999	-999	-999	-999	14.1	22.2	12.8	12.9	8.4	3	3.9	9	8.6	3	7.4	5	-999	-999	-999	-999	-999	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	-999	-999	-999	-999	-999	300	300	300	300	300	300	300	300	300	300	300	300	300	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	2/5/1988	2/2/1989	2/16/1990	2/22/1991	2/24/1992	2/4/1993	2/2/1994	2/15/1995	2/16/1996	3/5/1997	3/4/1998	2/11/1999	2/14/2000	-999	-999	-999	-999	N	N	N	N	N	N	N	N	N	N	N	N	N	-999	-999	-999	-999	-999	5	5	5	5	4.5	5	5	5	5	5	5	5	5	0	-999	-999	-999	-999	-999	4	4	4	4	4	4	4	4	4	4	4	4	4
4508	SHO  2025	CO	1988	1998	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	331	338	340	344	345	348	348	348	348	348	9003	-999	-999	-999	-999	-999	-999	-999	7	1.9	3.9	1	3.2	0	0	0	0	-999	-999	-999	-999	-999	-999	-999	-999	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	-999	-999	-999	-999	-999	-999	-999	-999	300	300	300	300	300	300	300	300	300	300	999	-999	-999	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	2/5/1988	2/2/1989	2/16/1990	2/22/1991	2/24/1992	2/4/1993	2/2/1994	2/16/1995	2/16/1996	3/5/1997	3/4/1998	7/7/1977	7/7/1977	-999	-999	-999	-999	N	N	N	N	N	N	N	N	N	N	-999	-999	-999	-999	-999	-999	-999	-999	4	4.5	5	5	4	4	4	4	4	5	-999	-999	-999	0	-999	-999	-999	-999	-999	3.5	4	4	4	4	4	4	4	4	4	4	-999	-999
4004	SHO  2025	CI	1988	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	161	166	171	173	178	179	182	183	187	190	190	193	194	-999	-999	-999	-999	-999	5	4.8	2	5	1.1	3	1	4	2.9	0	3.2	1	-999	-999	-999	-999	-999	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	-999	-999	-999	-999	-999	300	300	300	300	300	300	300	300	300	300	300	300	300	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	2/5/1988	2/2/1989	2/16/1990	2/22/1991	2/24/1992	2/4/1993	2/2/1994	2/16/1995	2/16/1996	3/5/1997	3/4/1998	2/11/1999	2/14/2000	-999	-999	-999	-999	N	N	N	N	N	N	N	N	N	N	N	N	N	-999	-999	-999	-999	-999	4	4	4	4	4	4	4	4	4	4	4	4	4	0	-999	-999	-999	-999	-999	3	4	3	4	4	4	4	4	4	4	4	4	4
3356	SHO  2025	BE	1988	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	257	265	270	277	284	286	293	300	312	330	341	353	363	-999	-999	-999	-999	-999	8	4.8	6.9	7	2.1	7	6.8	12	17.2	11	12.7	9.9	-999	-999	-999	-999	-999	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	-999	-999	-999	-999	-999	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	2/5/1988	2/2/1989	2/16/1990	2/22/1991	2/24/1992	2/4/1993	2/2/1994	2/15/1995	2/16/1996	3/5/1997	3/4/1998	2/11/1999	2/14/2000	-999	-999	-999	-999	N	N	N	N	N	N	N	N	N	N	N	N	N	-999	-999	-999	-999	-999	2.5	3	3	3.5	3	3.5	3	4	4	4	4	4	3	1	-999	-999	-999	-999	-999	4	3	4	4	4	4	4	4	4	4	4	4	4
2213	SHO  2025	SA	1988	-999	-999	-999	-999	-999	-999	702	704	735	750	752	740	665	661	704	752	880	873	920	-999	-999	-999	-999	-999	2	29.9	14.8	2	-12	-75	-4	43	45.7	128.4	-7	46.6	-999	-999	-999	-999	-999	34.5	34.2	34.4	34.4	34.4	35	35.5	37.6	38	40	40	43	45	-999	-999	-999	-999	-999	-0.3	0.2	0	0	0.6	0.5	2	3.6	1.9	0	3.2	2	-999	-999	-999	-999	-999	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CIN	CIN	CIN	CIN	CIN	-999	-999	-999	-999	-999	130M	130M	130M	130M	130M	130M	130M	130M	100	1000	1000	1000	1000	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	2/5/1988	2/2/1989	2/16/1990	2/22/1991	2/24/1992	2/4/1993	2/2/1994	2/16/1995	2/16/1996	3/5/1997	3/4/1998	2/11/1999	2/14/2000	-999	-999	-999	-999	N	N	N	N	N	N	N	N	N	N	N	N	N	-999	-999	-999	-999	-999	2	1.75	2	1.5	1.5	1.5	1.5	2	1.75	1.5	2	2	1.5	1	-999	-999	-999	-999	-999	3	3	3	3.5	3	4	4	4	4	4	4	4	4
2214	SHO  2025	SA	1988	1991	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	89	106	122	9003	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	17.1	15.4	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	CIN	CIN	CIN	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1000	1000	1000	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	2/5/1988	2/2/1989	2/16/1990	2/22/1991	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	-999	-999	-999	-999	N	N	N	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	4	4	4	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	-999	-999	-999	-999	-999	3	3	3	4	-999	-999	-999	-999	-999	-999	-999	-999	-999
